"","File","Date","interval","tempC","I","K.instant","GPP.instant","ER.instant"
"595","Yallakool_example.csv","2011-12-05",19,20.54,0,0.0100038595731637,0,0.0391678493769116
"596","Yallakool_example.csv","2011-12-05",20,20.48,0,0.00998957575869962,0,0.0390053006920231
"597","Yallakool_example.csv","2011-12-05",21,20.45,0,0.00998244150136257,0,0.0389242794944992
"598","Yallakool_example.csv","2011-12-05",22,20.4,0,0.00997056239305716,0,0.0387896179836478
"599","Yallakool_example.csv","2011-12-05",23,20.38,0,0.00996581470879733,0,0.0387358839137807
"600","Yallakool_example.csv","2011-12-05",24,20.33,0,0.00995395538637993,0,0.0386018741717961
"601","Yallakool_example.csv","2011-12-05",25,20.28,0,0.00994211017655967,0,0.0384683280467251
"602","Yallakool_example.csv","2011-12-05",26,20.25,0,0.00993500981772701,0,0.0383884222403401
"603","Yallakool_example.csv","2011-12-05",27,20.24,0,0.00993264415848717,0,0.0383618238728266
"604","Yallakool_example.csv","2011-12-05",28,20.2,0,0.00992318715313899,0,0.0382556145684905
"605","Yallakool_example.csv","2011-12-05",29,20.15,0.123624675,0.00991137855752529,3.93402707896549e-06,0.0381232663549013
"606","Yallakool_example.csv","2011-12-05",30,20.12,1.607120781,0.0099043001462992,5.11423522174854e-05,0.0380440773052389
"607","Yallakool_example.csv","2011-12-05",31,20.08,6.675732476,0.00989487012766982,0.000212437463091517,0.0379387477203346
"608","Yallakool_example.csv","2011-12-05",32,20.03,17.67832859,0.0098830952293247,0.000562565874360517,0.0378074957317511
"609","Yallakool_example.csv","2011-12-05",33,20,32.51328965,0.00987603701720883,0.00103464912574572,0.037728962595864
"610","Yallakool_example.csv","2011-12-05",34,19.97,57.36184943,0.00986898384585773,0.00182538857195913,0.0376505925877723
"611","Yallakool_example.csv","2011-12-05",35,19.89,102.7321053,0.00985020000529098,0.0032691765145537,0.0374424008385179
"612","Yallakool_example.csv","2011-12-05",36,19.87,165.0389418,0.00984550963400824,0.00525192617189901,0.0373905330273037
"613","Yallakool_example.csv","2011-12-05",37,19.87,253.0597107,0.00984550963400824,0.00805295346166914,0.0373905330273037
"614","Yallakool_example.csv","2011-12-05",38,19.83,352.4539498,0.00983613559062374,0.0112159112458863,0.0372870128580138
"615","Yallakool_example.csv","2011-12-05",39,19.81,436.2714798,0.00983145191639553,0.0138831816165627,0.0372353603010102
"616","Yallakool_example.csv","2011-12-05",40,19.77,508.3446656,0.00982209125755483,0.0161767194123508,0.0371322697459995
"617","Yallakool_example.csv","2011-12-05",41,19.75,579.1816046,0.0098174142708189,0.018430916935758,0.03708083154989
"618","Yallakool_example.csv","2011-12-05",42,19.72,649.6476697,0.00981040296608643,0.0206733123819062,0.03700380782942
"619","Yallakool_example.csv","2011-12-05",43,19.71,723.5752256,0.00980806697741112,0.0230258605830831,0.0369781688262361
"620","Yallakool_example.csv","2011-12-05",44,19.7,797.1319075,0.00980573154496608,0.0253666067038187,0.0369525475876694
"621","Yallakool_example.csv","2011-12-05",45,19.66,871.4303375,0.00979639537484019,0.0277309569886192,0.0368502400335306
"622","Yallakool_example.csv","2011-12-05",46,19.65,958.462109,0.00979406272156045,0.0305005120617577,0.0368247074335911
"623","Yallakool_example.csv","2011-12-05",47,19.63,1050.686117,0.0097893990811769,0.033435296276986,0.036773695294134
"624","Yallakool_example.csv","2011-12-05",48,19.64,1126.715292,0.00979173062371677,0.0358547229265719,0.0367991925245447
"625","Yallakool_example.csv","2011-12-05",49,19.68,1200.395599,0.00980106234823707,0.038199403087911,0.036901358355162
"626","Yallakool_example.csv","2011-12-05",50,19.72,1271.850661,0.00981040296608643,0.0404732707347797,0.03700380782942
"627","Yallakool_example.csv","2011-12-05",51,19.73,1339.473359,0.00981273951112448,0.0426251835716362,0.0370294646095384
"628","Yallakool_example.csv","2011-12-05",52,19.8,1408.085054,0.00982911091568252,0.0448085686123954,0.0372095608609712
"629","Yallakool_example.csv","2011-12-05",53,19.87,1472.122636,0.00984550963400824,0.0468463946504373,0.0373905330273037
"630","Yallakool_example.csv","2011-12-05",54,19.95,1537.396464,0.00986428453027067,0.0489235609354021,0.0375984363749037
"631","Yallakool_example.csv","2011-12-05",55,20.04,1599.579676,0.0098854490874892,0.0509023765712374,0.0378337097530023
"632","Yallakool_example.csv","2011-12-05",56,20.08,1658.91952,0.00989487012766982,0.0527907095691408,0.0379387477203346
"633","Yallakool_example.csv","2011-12-05",57,20.13,1718.012115,0.00990665905484172,0.0546711745240242,0.0380704553615386
"634","Yallakool_example.csv","2011-12-05",58,20.18,1774.137718,0.0099184620275546,0.0564572228353768,0.0382026202372007
"635","Yallakool_example.csv","2011-12-05",59,20.24,1828.038076,0.00993264415848717,0.058172458632259,0.0383618238728266
"636","Yallakool_example.csv","2011-12-05",60,20.3,1875.386327,0.00994684656805138,0.0596791910186184,0.0385216909654991
"637","Yallakool_example.csv","2011-12-05",61,20.37,1917.418717,0.0099634417144993,0.0610167602413779,0.0387090447988557
"638","Yallakool_example.csv","2011-12-05",62,20.42,1965.508716,0.00997531233909954,0.0625470967886199,0.0388434265929334
"639","Yallakool_example.csv","2011-12-05",63,20.5,2006.799357,0.0099943347626524,0.0638610618186744,0.0390594084944224
"640","Yallakool_example.csv","2011-12-05",64,20.57,2043.268636,0.0100110091375813,0.0650215998029914,0.039249377567084
"641","Yallakool_example.csv","2011-12-05",65,20.67,2077.389047,0.0100348779425552,0.0661073912990615,0.0395223658090893
"642","Yallakool_example.csv","2011-12-05",66,20.76,2108.66609,0.0100564085206467,0.0671027001571998,0.039769678235107
"643","Yallakool_example.csv","2011-12-05",67,20.81,2132.772901,0.0100683899075807,0.0678698354177091,0.0399077421098137
"644","Yallakool_example.csv","2011-12-05",68,20.92,2163.555446,0.0100947992302234,0.0688494081898072,0.0402131721157587
"645","Yallakool_example.csv","2011-12-05",69,21,2186.67326,0.0101140495093236,0.0695850712464137,0.0404367702413691
"646","Yallakool_example.csv","2011-12-05",70,21.1,2202.126344,0.0101381639888847,0.070076824619351,0.0407180170662823
"647","Yallakool_example.csv","2011-12-05",71,21.2,2215.972308,0.0101623359635296,0.0705174356649241,0.041001220026071
"648","Yallakool_example.csv","2011-12-05",72,21.3,2231.425393,0.0101865655703414,0.0710091890696837,0.041286392726093
"649","Yallakool_example.csv","2011-12-05",73,21.38,2214.859686,0.0102059908432793,0.0704820294236,0.0415159583022728
"650","Yallakool_example.csv","2011-12-05",74,21.48,2230.065521,0.0102303245344843,0.0709659147535173,0.0418047111226896
"651","Yallakool_example.csv","2011-12-05",75,21.56,2234.145135,0.0102498332535863,0.071095737638372,0.0420371587152797
"652","Yallakool_example.csv","2011-12-05",76,21.65,2229.447398,0.010271825034309,0.0709462446300558,0.0423002075356613
"653","Yallakool_example.csv","2011-12-05",77,21.76,2229.200148,0.0102987679659943,0.0709383765552133,0.0426239480420407
"654","Yallakool_example.csv","2011-12-05",78,21.8,2230.436395,0.0103085829077294,0.0709777168339586,0.0427422851781883
"655","Yallakool_example.csv","2011-12-05",79,21.89,2205.958709,0.0103307007402111,0.0701987794611856,0.0430097463492129
"656","Yallakool_example.csv","2011-12-05",80,21.97,2191.865496,0.0103504008717356,0.0697503003725924,0.043248894323886
"657","Yallakool_example.csv","2011-12-05",81,22.05,2173.44542,0.0103701385704292,0.0691641303561244,0.0434893720379472
"658","Yallakool_example.csv","2011-12-05",82,22.18,2146.000742,0.010402292639213,0.0682907763398207,0.0438830034794944
"659","Yallakool_example.csv","2011-12-05",83,22.29,2122.759303,0.0104295777865955,0.067551179245793,0.0442188577600183
"660","Yallakool_example.csv","2011-12-05",84,22.38,2096.798121,0.0104519552226024,0.0667250335512546,0.0444955586296269
"661","Yallakool_example.csv","2011-12-05",85,22.46,2066.6337,0.0104718865803826,0.0657651309344403,0.044742968196794
"662","Yallakool_example.csv","2011-12-05",86,22.55,2022.74694,0.010494354793058,0.0643685513094742,0.0450229487036654
"663","Yallakool_example.csv","2011-12-05",87,22.64,1985.535913,0.0105168712129572,0.0631844091642745,0.045304681197215
"664","Yallakool_example.csv","2011-12-05",88,22.71,1952.4045,0.0105344173786449,0.0621300899039295,0.0455250247355841
"665","Yallakool_example.csv","2011-12-05",89,22.75,1911.113858,0.0105444568992094,0.0608161248420528,0.0456514161492783
"666","Yallakool_example.csv","2011-12-05",90,22.81,1864.754605,0.0105595341226683,0.0593408646914185,0.0458416615140545
"667","Yallakool_example.csv","2011-12-05",91,22.9,1813.32674,0.0105821903896742,0.0577043094202044,0.0461285171283285
"668","Yallakool_example.csv","2011-12-05",92,22.99,1762.640623,0.0106048952673886,0.056091358309873,0.0464171677504779
"669","Yallakool_example.csv","2011-12-05",93,23.02,1706.638645,0.0106124743803601,0.0543092440359416,0.0465137854545343
"670","Yallakool_example.csv","2011-12-05",94,23.06,1649.40042,0.0106225882908833,0.0524877894832649,0.0466429219708572
"671","Yallakool_example.csv","2011-12-05",95,23.06,1595.376437,0.0106225882908833,0.0507686196489615,0.0466429219708572
"672","Yallakool_example.csv","2011-12-05",96,23.14,1532.945976,0.010642845037422,0.0487819359701061,0.0469022715664488
"673","Yallakool_example.csv","2011-12-05",97,23.12,1467.795772,0.0106377772322298,0.0467087036907401,0.0468372992860222
"674","Yallakool_example.csv","2011-12-05",98,23.14,1406.354308,0.010642845037422,0.0447534922157876,0.0469022715664488
"675","Yallakool_example.csv","2011-12-05",99,23.14,1337.371739,0.010642845037422,0.042558305094587,0.0469022715664488
"676","Yallakool_example.csv","2011-12-05",100,23.12,1274.44678,0.0106377772322298,0.0405558853296914,0.0468372992860222
"677","Yallakool_example.csv","2011-12-05",101,23.14,1201.879095,0.010642845037422,0.0382466114096764,0.0469022715664488
"678","Yallakool_example.csv","2011-12-05",102,23.12,1135.739894,0.0106377772322298,0.0361419069264076,0.0468372992860222
"679","Yallakool_example.csv","2011-12-05",103,23.11,1060.576091,0.0106352442346322,0.0337500184433032,0.0468048469051468
"680","Yallakool_example.csv","2011-12-05",104,23.09,988.2556558,0.0106301800487155,0.0314486125917661,0.0467400095841199
"681","Yallakool_example.csv","2011-12-05",105,23.06,915.3170973,0.0106225882908833,0.0291275366072209,0.0466429219708572
"682","Yallakool_example.csv","2011-12-05",106,23.02,840.5241686,0.0106124743803601,0.0267474502141045,0.0465137854545343
"683","Yallakool_example.csv","2011-12-05",107,23.01,765.8548646,0.0106099474077112,0.0243712978488627,0.0464815572282161
"684","Yallakool_example.csv","2011-12-05",108,22.97,687.229571,0.0105998455327444,0.0218692566170939,0.0463528674695113
"685","Yallakool_example.csv","2011-12-05",109,22.93,613.9201385,0.0105897532759099,0.0195363785521073,0.0462245340038179
"686","Yallakool_example.csv","2011-12-05",110,22.89,540.9815799,0.0105796706280502,0.0172153025643799,0.0460965558446959
"687","Yallakool_example.csv","2011-12-05",111,22.86,466.9303993,0.0105721149425411,0.0148588203353284,0.0460008048034271
"688","Yallakool_example.csv","2011-12-05",112,22.82,268.3891705,0.010562049088378,0.00854077282264309,0.0458734460653945
"689","Yallakool_example.csv","2011-12-05",113,22.79,124.3664235,0.0105545059876475,0.00395763125575933,0.0457781584642525
"690","Yallakool_example.csv","2011-12-05",114,22.76,114.1055755,0.0105469682739748,0.00363110700900076,0.0456830687930179
"691","Yallakool_example.csv","2011-12-05",115,22.74,95.06737545,0.0105419461224361,0.00302526683565784,0.0456197854368554
"692","Yallakool_example.csv","2011-12-05",116,22.71,69.6006923,0.0105344173786449,0.00221485725420871,0.0455250247355841
"693","Yallakool_example.csv","2011-12-05",117,22.66,39.43627148,0.0105218814188841,0.00125495464312245,0.0453675274436096
"694","Yallakool_example.csv","2011-12-05",118,22.65,17.67832859,0.0105193760176358,0.000562565874360517,0.0453360934304957
"695","Yallakool_example.csv","2011-12-05",119,22.62,7.911979231,0.0105118633927409,0.000251777734040284,0.045241922009801
"696","Yallakool_example.csv","2011-12-05",120,22.59,1.236246755,0.0105043561331387,3.93402709487666e-05,0.0451479462005012
"697","Yallakool_example.csv","2011-12-05",121,22.58,0.123624675,0.0105018549048963,3.93402707896549e-06,0.0451166643296808
"698","Yallakool_example.csv","2011-12-05",122,22.55,0,0.010494354793058,0,0.0450229487036654
"699","Yallakool_example.csv","2011-12-05",123,22.53,0,0.0104893576944888,0,0.0449605797916466
"700","Yallakool_example.csv","2011-12-05",124,22.51,0,0.0104843629753889,0,0.0448982972773716
"701","Yallakool_example.csv","2011-12-05",125,22.5,0,0.0104818665077857,0,0.0448671883819803
"702","Yallakool_example.csv","2011-12-05",126,22.47,0,0.010474380671065,0,0.0447739909634822
"703","Yallakool_example.csv","2011-12-05",127,22.43,0,0.0104644078710286,0,0.0446500288065121
"704","Yallakool_example.csv","2011-12-05",128,22.42,0,0.0104619161550038,0,0.0446190919300693
"705","Yallakool_example.csv","2011-12-05",129,22.39,0,0.0104544445662305,0,0.0445264098536217
"706","Yallakool_example.csv","2011-12-05",130,22.38,0,0.0104519552226024,0,0.0444955586296269
"707","Yallakool_example.csv","2011-12-05",131,22.35,0,0.0104444907476302,0,0.0444031331546093
"708","Yallakool_example.csv","2011-12-05",132,22.33,0,0.0104395173928314,0,0.0443416228540889
"709","Yallakool_example.csv","2011-12-05",133,22.29,0,0.0104295777865955,0,0.0442188577600183
"710","Yallakool_example.csv","2011-12-05",134,22.25,0,0.0104196476439937,0,0.0440964325558153
"711","Yallakool_example.csv","2011-12-05",135,22.21,0,0.0104097269560154,0,0.0439743463004542
"712","Yallakool_example.csv","2011-12-05",136,22.18,0,0.010402292639213,0,0.0438830034794944
"713","Yallakool_example.csv","2011-12-05",137,22.15,0,0.010394863631778,0,0.0437918503944067
"714","Yallakool_example.csv","2011-12-05",138,22.11,0,0.0103849665409942,0,0.043670607411242
"715","Yallakool_example.csv","2011-12-05",139,22.08,0,0.0103775499073424,0,0.0435798955119288
"716","Yallakool_example.csv","2011-12-05",140,22.03,0,0.0103652006199183,0,0.0434291275427179
"717","Yallakool_example.csv","2011-12-05",141,21.98,0,0.0103528660281499,0,0.0432788811667846
"718","Yallakool_example.csv","2011-12-05",142,21.94,0,0.0103430089238547,0,0.0431590584003696
"719","Yallakool_example.csv","2011-12-05",143,21.9,0,0.0103331612046423,0,0.0430395673776356
"720","Yallakool_example.csv","2011-12-05",144,21.85,0,0.0103208647397875,0,0.042890668714777
"721","Yallakool_example.csv","2011-12-06",1,21.79,0,0.00932834007993529,0,0.0390148369800181
"722","Yallakool_example.csv","2011-12-06",2,21.73,0,0.00931502079271566,0,0.0388529233048195
"723","Yallakool_example.csv","2011-12-06",3,21.69,0,0.00930615183495884,0,0.0387453543328825
"724","Yallakool_example.csv","2011-12-06",4,21.64,0,0.00929507751155419,0,0.0386113118272613
"725","Yallakool_example.csv","2011-12-06",5,21.58,0,0.00928180571763971,0,0.0384510728031846
"726","Yallakool_example.csv","2011-12-06",6,21.51,0,0.00926634590670297,0,0.0382649675679925
"727","Yallakool_example.csv","2011-12-06",7,21.46,0,0.00925531895236458,0,0.0381325869969889
"728","Yallakool_example.csv","2011-12-06",8,21.39,0,0.00923990325788492,0,0.0379480232500193
"729","Yallakool_example.csv","2011-12-06",9,21.32,0,0.00922451323984467,0,0.0377643528013905
"730","Yallakool_example.csv","2011-12-06",10,21.26,0,0.00921134219974,0,0.0376076287028969
"731","Yallakool_example.csv","2011-12-06",11,21.22,0,0.00920257195577909,0,0.0375035074782255
"732","Yallakool_example.csv","2011-12-06",12,21.16,0,0.00918943224410606,0,0.0373478659018748
"733","Yallakool_example.csv","2011-12-06",13,21.11,0,0.00917849681704865,0,0.0372186581139661
"734","Yallakool_example.csv","2011-12-06",14,21.05,0,0.00916539148058973,0,0.0370641986778219
"735","Yallakool_example.csv","2011-12-06",15,20.99,0,0.00915230485632816,0,0.0369103802566584
"736","Yallakool_example.csv","2011-12-06",16,20.94,0,0.00914141361087306,0,0.0367826859836747
"737","Yallakool_example.csv","2011-12-06",17,20.89,0,0.00913053532600324,0,0.0366554334787584
"738","Yallakool_example.csv","2011-12-06",18,20.85,0,0.00912184201936383,0,0.0365539485206182
"739","Yallakool_example.csv","2011-12-06",19,20.8,0,0.00911098702469363,0,0.0364274873503846
"740","Yallakool_example.csv","2011-12-06",20,20.76,0,0.00910231233025729,0,0.036326633488404
"741","Yallakool_example.csv","2011-12-06",21,20.71,0,0.00909148057592283,0,0.0362009587318452
"742","Yallakool_example.csv","2011-12-06",22,20.66,0,0.0090806617113792,0,0.0360757187566829
"743","Yallakool_example.csv","2011-12-06",23,20.6,0,0.00906769606685491,0,0.0359260025804416
"744","Yallakool_example.csv","2011-12-06",24,20.56,0,0.00905906259032725,0,0.0358265371391139
"745","Yallakool_example.csv","2011-12-06",25,20.52,0,0.00905043733384979,0,0.0357273470797744
"746","Yallakool_example.csv","2011-12-06",26,20.47,0,0.00903966731077623,0,0.0356037456002106
"747","Yallakool_example.csv","2011-12-06",27,20.42,0,0.00902891010403327,0,0.0354805717293835
"748","Yallakool_example.csv","2011-12-06",28,20.39,0,0.00902246192548083,0,0.0354068720434602
"749","Yallakool_example.csv","2011-12-06",29,20.36,0.123624675,0.00901601835202537,4.09415459965443e-06,0.0353333254453661
"750","Yallakool_example.csv","2011-12-06",30,20.32,1.730745457,0.00900743407855157,5.73181646269853e-05,0.0352355009016772
"751","Yallakool_example.csv","2011-12-06",31,20.28,7.293855854,0.00899885797828109,0.000241555122340022,0.0351379471969548
"752","Yallakool_example.csv","2011-12-06",32,20.24,18.42007665,0.00899029004343209,0.000610029037832331,0.0350406635813488
"753","Yallakool_example.csv","2011-12-06",33,20.21,34.86215849,0.00898386944617614,0.00115455160173901,0.0349678776657163
"754","Yallakool_example.csv","2011-12-06",34,20.17,60.08159229,0.00897531578211204,0.00198975914338028,0.0348710649079783
"755","Yallakool_example.csv","2011-12-06",35,20.14,108.171591,0.00896890587902732,0.00358238528711673,0.0347986312800444
"756","Yallakool_example.csv","2011-12-06",36,20.11,174.8052911,0.00896250055370437,0.00578913462543781,0.0347263481101039
"757","Yallakool_example.csv","2011-12-06",37,20.09,264.1859315,0.00895823287840883,0.00874920841340707,0.0346782427635557
"758","Yallakool_example.csv","2011-12-06",38,20.06,365.9290394,0.00895183517542489,0.0121186976613418,0.0346062096627495
"759","Yallakool_example.csv","2011-12-06",39,20.03,435.4061071,0.00894544204148979,0.0144196125579387,0.034534326187968
"760","Yallakool_example.csv","2011-12-06",40,20.04,529.8553591,0.0089475725786642,0.01754754668201,0.0345582707403132
"761","Yallakool_example.csv","2011-12-06",41,20.03,600.4450488,0.00894544204148979,0.01988530896752,0.034534326187968
"762","Yallakool_example.csv","2011-12-06",42,20.03,679.3175918,0.00894544204148979,0.0224973796136907,0.034534326187968
"763","Yallakool_example.csv","2011-12-06",43,20.02,750.4017802,0.00894331201162488,0.0248515185175993,0.034510398226198
"764","Yallakool_example.csv","2011-12-06",44,20,808.752627,0.00893905347334043,0.0267839594952598,0.0344625920284105
"765","Yallakool_example.csv","2011-12-06",45,19.97,888.9850414,0.00893266946771608,0.0294410658411987,0.0343910068739218
"766","Yallakool_example.csv","2011-12-06",46,19.96,1025.590308,0.0089305424791725,0.0339651066978271,0.0343671782144821
"767","Yallakool_example.csv","2011-12-06",47,19.95,1054.394857,0.00892841599709344,0.0349190447104393,0.0343433660653183
"768","Yallakool_example.csv","2011-12-06",48,19.92,869.5759674,0.00892203958843765,0.028798283568225,0.0342720285651262
"769","Yallakool_example.csv","2011-12-06",49,19.97,996.7857584,0.00893266946771608,0.0330111686653444,0.0343910068739218
"770","Yallakool_example.csv","2011-12-06",50,19.98,1054.889356,0.00893479696284483,0.0349354213387732,0.0344148520550848
"771","Yallakool_example.csv","2011-12-06",51,20.04,1241.438991,0.0089475725786642,0.0411135006437267,0.0345582707403132
"772","Yallakool_example.csv","2011-12-06",52,20.07,1325.256521,0.00895396723525291,0.0438893374738836,0.0346302040558709
"773","Yallakool_example.csv","2011-12-06",53,20.1,1258.004698,0.00896036646197865,0.0416621173782951,0.0347022871011974
"774","Yallakool_example.csv","2011-12-06",54,20.15,1256.397577,0.00897104200458718,0.0416088933610481,0.034822759089682
"775","Yallakool_example.csv","2011-12-06",55,20.19,1209.543825,0.00897959159565171,0.0400572087619835,0.0349194377356715
"776","Yallakool_example.csv","2011-12-06",56,20.23,1257.26295,0.00898814933465573,0.041637552452353,0.0350163847911965
"777","Yallakool_example.csv","2011-12-06",57,20.29,1645.073557,0.00900100123753659,0.0544809154819733,0.0351623102730252
"778","Yallakool_example.csv","2011-12-06",58,20.32,1811.101496,0.00900743407855157,0.0599793651250401,0.0352355009016772
"779","Yallakool_example.csv","2011-12-06",59,20.39,1656.570652,0.00902246192548083,0.0548616718671927,0.0354068720434602
"780","Yallakool_example.csv","2011-12-06",60,20.45,1716.652244,0.00903536289097386,0.0568514310009688,0.0355544248217895
"781","Yallakool_example.csv","2011-12-06",61,20.53,1875.509952,0.00905259287776758,0.0621124196822233,0.0357521188192793
"782","Yallakool_example.csv","2011-12-06",62,20.61,1990.975399,0.00906985572128754,0.0659363600965152,0.0359509120587577
"783","Yallakool_example.csv","2011-12-06",63,20.68,2045.988379,0.00908498771140385,0.0677582588809423,0.0361257626693632
"784","Yallakool_example.csv","2011-12-06",64,20.75,2037.458277,0.00910014494747025,0.0674757622326088,0.0363014636822055
"785","Yallakool_example.csv","2011-12-06",65,20.85,2075.287427,0.00912184201936383,0.0687285735218884,0.0365539485206182
"786","Yallakool_example.csv","2011-12-06",66,20.93,2052.664112,0.00913923691754607,0.0679793432475383,0.0367572001902289
"787","Yallakool_example.csv","2011-12-06",67,21,1885.894425,0.00915448466204794,0.0624563286785295,0.0369359722582896
"788","Yallakool_example.csv","2011-12-06",68,21.08,2082.210409,0.00917194180812317,0.0689578461860925,0.0371413481023234
"789","Yallakool_example.csv","2011-12-06",69,21.14,1994.560514,0.00918505651071188,0.0660550905608625,0.0372961290470132
"790","Yallakool_example.csv","2011-12-06",70,21.24,2336.753616,0.00920695603347881,0.0773877105456942,0.0375555320065822
"791","Yallakool_example.csv","2011-12-06",71,21.34,2058.474472,0.00922890777030635,0.0681717685228294,0.0378167391720341
"792","Yallakool_example.csv","2011-12-06",72,21.43,1982.692545,0.00924870907935921,0.0656620517126722,0.0380533785866353
"793","Yallakool_example.csv","2011-12-06",73,21.53,1788.972679,0.00927076036612178,0.0592465114459064,0.038318048386939
"794","Yallakool_example.csv","2011-12-06",74,21.58,1766.349363,0.00928180571763971,0.0584972811384387,0.0384510728031846
"795","Yallakool_example.csv","2011-12-06",75,21.65,1659.414019,0.00929729132145711,0.054955837405598,0.0386380831785288
"796","Yallakool_example.csv","2011-12-06",76,21.7,1781.555198,0.00930836828243491,0.0590008621533683,0.0387722186232093
"797","Yallakool_example.csv","2011-12-06",77,21.76,1806.898257,0.00932167805741649,0.059840163866996,0.0389337959738667
"798","Yallakool_example.csv","2011-12-06",78,21.8,1812.461367,0.00933056181198875,0.0600244008115613,0.0390418881175217
"799","Yallakool_example.csv","2011-12-06",79,21.86,1960.687353,0.00934390332087637,0.0649332921989014,0.0392045892749663
"800","Yallakool_example.csv","2011-12-06",80,21.94,2169.48943,0.0093617216788951,0.0718483193483515,0.039422579356723
"801","Yallakool_example.csv","2011-12-06",81,22.05,2305.352948,0.00938627741527195,0.0763477952591673,0.0397242962169291
"802","Yallakool_example.csv","2011-12-06",82,22.16,2301.891458,0.00941089756118902,0.0762331589601828,0.0400283222376523
"803","Yallakool_example.csv","2011-12-06",83,22.27,2226.480405,0.00943558228559212,0.0737357246129966,0.0403346750918271
"804","Yallakool_example.csv","2011-12-06",84,22.37,2211.52182,0.00945807912585016,0.0732403319287928,0.04061521182203
"805","Yallakool_example.csv","2011-12-06",85,22.47,2138.088763,0.00948062960432641,0.0708084040949422,0.0408976997482402
"806","Yallakool_example.csv","2011-12-06",86,22.58,2019.161825,0.00950549723543482,0.0668698273485482,0.0412107062982691
"807","Yallakool_example.csv","2011-12-06",87,22.67,1966.621338,0.00952589198778737,0.0651298116395553,0.0414685835670987
"808","Yallakool_example.csv","2011-12-06",88,22.75,1971.937199,0.00954405738912526,0.0653058602865125,0.0416991621827481
"809","Yallakool_example.csv","2011-12-06",89,22.79,1862.900235,0.00955315307586173,0.0616948159080909,0.041814931830074
"810","Yallakool_example.csv","2011-12-06",90,22.88,1897.515144,0.00957365007736964,0.0628411791959941,0.0420765900588505
"811","Yallakool_example.csv","2011-12-06",91,22.93,1853.628384,0.00958505629716588,0.0613877543006977,0.0422226625773061
"812","Yallakool_example.csv","2011-12-06",92,22.97,1737.297565,0.00959419105672105,0.0575351548282185,0.0423398856220836
"813","Yallakool_example.csv","2011-12-06",93,22.99,1623.439238,0.00959876170058678,0.0537644383980559,0.0423986191307146
"814","Yallakool_example.csv","2011-12-06",94,23.02,1590.184201,0.00960562174941147,0.0526631108297915,0.0424868721938398
"815","Yallakool_example.csv","2011-12-06",95,23.05,1581.777723,0.00961248670098,0.0523847083137032,0.0425753089564181
"816","Yallakool_example.csv","2011-12-06",96,23.08,1539.250834,0.00961935655879628,0.050976319104928,0.0426639298008216
"817","Yallakool_example.csv","2011-12-06",97,23.08,1486.710347,0.00961935655879628,0.0492363033959352,0.0426639298008216
"818","Yallakool_example.csv","2011-12-06",98,23.1,1422.79639,0.00962393919143177,0.0471196254670859,0.0427231128206236
"819","Yallakool_example.csv","2011-12-06",99,23.1,1335.393745,0.00962393919143177,0.0442250581725817,0.0427231128206236
"820","Yallakool_example.csv","2011-12-06",100,23.15,1118.926938,0.00963540532658774,0.0370561934329853,0.0428714297987162
"821","Yallakool_example.csv","2011-12-06",101,23.14,1069.106194,0.00963311100720018,0.0354062491301525,0.0428417252685724
"822","Yallakool_example.csv","2011-12-06",102,23.16,1083.81753,0.00963770019241367,0.0358934535167482,0.0429011549246486
"823","Yallakool_example.csv","2011-12-06",103,23.18,1010.878971,0.00964229156390124,0.0334779022781139,0.0429606670210094
"824","Yallakool_example.csv","2011-12-06",104,23.17,995.3022623,0.00963999560480811,0.0329620388101486,0.0429309006606497
"825","Yallakool_example.csv","2011-12-06",105,23.14,947.2122636,0.00963311100720018,0.0313694126667433,0.0428417252685724
"826","Yallakool_example.csv","2011-12-06",106,23.12,851.032266,0.00962852400721972,0.0281841603733092,0.0427823779385786
"827","Yallakool_example.csv","2011-12-06",107,23.09,778.3409569,0.00962164760228496,0.0257767974620889,0.0426935110555652
"828","Yallakool_example.csv","2011-12-06",108,23.1,617.2580047,0.00962393919143177,0.0204421139963848,0.0427231128206236
"829","Yallakool_example.csv","2011-12-06",109,23.09,494.869576,0.00962164760228496,0.016388900927824,0.0426935110555652
"830","Yallakool_example.csv","2011-12-06",110,23.07,515.1440227,0.00961706606083582,0.0170603422821673,0.0426343690421817
"831","Yallakool_example.csv","2011-12-06",111,23.04,435.5297317,0.00961019783882493,0.0144237067100546,0.0425458096009215
"832","Yallakool_example.csv","2011-12-06",112,23.02,254.1723328,0.00960562174941147,0.00841758189000712,0.0424868721938398
"833","Yallakool_example.csv","2011-12-06",113,23,105.0809742,0.00960104783899521,0.00348003142460919,0.0424280164309432
"834","Yallakool_example.csv","2011-12-06",114,22.97,88.63889232,0.00959419105672105,0.0029355088593778,0.0423398856220836
"835","Yallakool_example.csv","2011-12-06",115,22.96,68.85894425,0.00959190655100455,0.00228044412111486,0.0423105493854651
"836","Yallakool_example.csv","2011-12-06",116,22.94,52.66411176,0.00958733917135647,0.00174410986640749,0.042251937877155
"837","Yallakool_example.csv","2011-12-06",117,22.92,33.50228706,0.00958277396655828,0.00110951590097723,0.0421934075615725
"838","Yallakool_example.csv","2011-12-06",118,22.89,16.44208184,0.00957593023493928,0.000544522563906684,0.0421057640785689
