Date,Time,I,tempC,DO.meas,atmo.pressure,salinity
2011-12-01,00:00:00,0,21.91,7.034,0.985816,0.2
2011-12-01,00:10:00,0,21.85,6.989,0.985816,0.2
2011-12-01,00:20:00,0,21.83,6.998,0.985816,0.2
2011-12-01,00:30:00,0,21.76,6.937,0.985816,0.2
2011-12-01,00:40:00,0,21.74,6.961,0.985816,0.2
2011-12-01,00:50:00,0,21.7,6.896,0.985816,0.2
2011-12-01,01:00:00,0,21.6,6.895,0.985816,0.2
2011-12-01,01:10:00,0,21.57,6.851,0.985816,0.2
2011-12-01,01:20:00,0,21.52,6.789,0.985816,0.2
2011-12-01,01:30:00,0,21.48,6.941,0.985816,0.2
2011-12-01,01:40:00,0,21.41,6.894,0.985816,0.2
2011-12-01,01:50:00,0,21.36,6.882,0.985816,0.2
2011-12-01,02:00:00,0,21.33,6.869,0.985816,0.2
2011-12-01,02:10:00,0,21.28,6.896,0.985816,0.2
2011-12-01,02:20:00,0,21.26,6.868,0.985816,0.2
2011-12-01,02:30:00,0,21.2,6.818,0.985816,0.2
2011-12-01,02:40:00,0,21.15,6.798,0.985816,0.2
2011-12-01,02:50:00,0,21.12,6.771,0.985816,0.2
2011-12-01,03:00:00,0,21.06,6.754,0.985816,0.2
2011-12-01,03:10:00,0,21.03,6.723,0.985816,0.2
2011-12-01,03:20:00,0,20.98,6.711,0.985816,0.2
2011-12-01,03:30:00,0,20.92,6.714,0.985816,0.2
2011-12-01,03:40:00,0,20.85,6.689,0.985816,0.2
2011-12-01,03:50:00,0,20.82,6.697,0.985816,0.2
2011-12-01,04:00:00,0,20.76,6.657,0.985816,0.2
2011-12-01,04:10:00,0,20.74,6.683,0.985816,0.2
2011-12-01,04:20:00,0,20.68,6.649,0.985816,0.2
2011-12-01,04:30:00,0,20.62,6.66,0.985816,0.2
2011-12-01,04:40:00,0.123624675,20.57,6.594,0.985816,0.2
2011-12-01,04:50:00,1.35987143,20.55,6.593,0.985816,0.2
2011-12-01,05:00:00,6.181233774,20.51,6.5,0.985816,0.2
2011-12-01,05:10:00,16.81295587,20.48,6.567,0.985816,0.2
2011-12-01,05:20:00,31.7715416,20.43,6.529,0.985816,0.2
2011-12-01,05:30:00,57.4854741,20.39,6.515,0.985816,0.2
2011-12-01,05:40:00,102.6084807,20.33,6.481,0.985816,0.2
2011-12-01,05:50:00,161.5774509,20.27,6.476,0.985816,0.2
2011-12-01,06:00:00,241.3153665,20.24,6.437,0.985816,0.2
2011-12-01,06:10:00,341.5749784,20.23,6.46,0.985816,0.2
2011-12-01,06:20:00,426.2578811,20.21,6.519,0.985816,0.2
2011-12-01,06:30:00,498.4546916,20.16,6.521,0.985816,0.2
2011-12-01,06:40:00,570.0333787,20.18,6.551,0.985816,0.2
2011-12-01,06:50:00,644.3318086,20.17,6.598,0.985816,0.2
2011-12-01,07:00:00,726.6658425,20.14,6.571,0.985816,0.2
2011-12-01,07:10:00,815.3047348,20.08,6.522,0.985816,0.2
2011-12-01,07:20:00,895.5371492,20.08,6.551,0.985816,0.2
2011-12-01,07:30:00,971.6899493,20.06,6.576,0.985816,0.2
2011-12-01,07:40:00,1043.88676,20.09,6.556,0.985816,0.2
2011-12-01,07:50:00,1114.970948,20.07,6.622,0.985816,0.2
2011-12-01,08:00:00,1183.088144,20.11,6.783,0.985816,0.2
2011-12-01,08:10:00,1250.339968,20.14,6.734,0.985816,0.2
2011-12-01,08:20:00,1315.984671,20.17,6.769,0.985816,0.2
2011-12-01,08:30:00,1383.112869,20.29,6.88,0.985816,0.2
2011-12-01,08:40:00,1448.386698,20.37,6.906,0.985816,0.2
2011-12-01,08:50:00,1513.784151,20.5,7.004,0.985816,0.2
2011-12-01,09:00:00,1573.618494,20.56,7.044,0.985816,0.2
2011-12-01,09:10:00,1633.947336,20.67,7.041,0.985816,0.2
2011-12-01,09:20:00,1699.221165,20.7,6.953,0.985816,0.2
2011-12-01,09:30:00,1754.11052,20.77,7.019,0.985816,0.2
2011-12-01,09:40:00,1808.010879,20.83,7.081,0.985816,0.2
2011-12-01,09:50:00,1847.44715,20.9,7.008,0.985816,0.2
2011-12-01,10:00:00,1910.990234,20.93,7.054,0.985816,0.2
2011-12-01,10:10:00,1952.4045,21.02,7.111,0.985816,0.2
2011-12-01,10:20:00,2010.013599,21.08,7.113,0.985816,0.2
2011-12-01,10:30:00,2026.579305,21.13,7.13,0.985816,0.2
2011-12-01,10:40:00,2061.688713,21.22,7.194,0.985816,0.2
2011-12-01,10:50:00,2097.539869,21.31,7.229,0.985816,0.2
2011-12-01,11:00:00,2136.358017,21.39,7.271,0.985816,0.2
2011-12-01,11:10:00,2193.596242,21.46,7.292,0.985816,0.2
2011-12-01,11:20:00,2160.835703,21.56,7.356,0.985816,0.2
2011-12-01,11:30:00,2169.365805,21.64,7.345,0.985816,0.2
2011-12-01,11:40:00,2182.840895,21.74,7.347,0.985816,0.2
2011-12-01,11:50:00,2194.33799,21.84,7.233,0.985816,0.2
2011-12-01,12:00:00,2199.653851,21.94,7.343,0.985816,0.2
2011-12-01,12:10:00,2215.725059,22.1,7.368,0.985816,0.2
2011-12-01,12:20:00,2221.906292,22.14,7.416,0.985816,0.2
2011-12-01,12:30:00,2210.656447,22.18,7.474,0.985816,0.2
2011-12-01,12:40:00,2200.271974,22.23,7.413,0.985816,0.2
2011-12-01,12:50:00,2193.225368,22.28,7.43,0.985816,0.2
2011-12-01,13:00:00,2178.761281,22.37,7.577,0.985816,0.2
2011-12-01,13:10:00,2166.893312,22.39,7.634,0.985816,0.2
2011-12-01,13:20:00,2146.866114,22.42,7.69,0.985816,0.2
2011-12-01,13:30:00,2125.355421,22.52,7.759,0.985816,0.2
2011-12-01,13:40:00,2097.29262,22.63,7.869,0.985816,0.2
2011-12-01,13:50:00,2063.790333,22.67,7.963,0.985816,0.2
2011-12-01,14:00:00,2029.299048,22.74,7.876,0.985816,0.2
2011-12-01,14:10:00,2001.607121,22.76,7.972,0.985816,0.2
2011-12-01,14:20:00,1946.346891,22.8,8.052,0.985816,0.2
2011-12-01,14:30:00,1913.586352,22.81,7.992,0.985816,0.2
2011-12-01,14:40:00,1895.042651,22.8,8.041,0.985816,0.2
2011-12-01,14:50:00,1883.051057,22.81,8.125,0.985816,0.2
2011-12-01,15:00:00,1840.276919,22.86,8.161,0.985816,0.2
2011-12-01,15:10:00,1773.766844,22.85,8.18,0.985816,0.2
2011-12-01,15:20:00,1764.742243,22.84,8.083,0.985816,0.2
2011-12-01,15:30:00,1862.77661,22.88,8.064,0.985816,0.2
2011-12-01,15:40:00,1619.359624,22.81,8.04,0.985816,0.2
2011-12-01,15:50:00,1199.035728,22.85,8.084,0.985816,0.2
2011-12-01,16:00:00,1578.439857,22.84,8.028,0.985816,0.2
2011-12-01,16:10:00,1197.675856,22.76,8.018,0.985816,0.2
2011-12-01,16:20:00,907.5287427,22.68,7.96,0.985816,0.2
2011-12-01,16:30:00,1162.07195,22.6,7.958,0.985816,0.2
2011-12-01,16:40:00,1254.914081,22.51,7.947,0.985816,0.2
2011-12-01,16:50:00,1096.798121,22.46,7.892,0.985816,0.2
2011-12-01,17:00:00,819.5079738,22.44,7.88,0.985816,0.2
2011-12-01,17:10:00,990.2336506,22.36,7.876,0.985816,0.2
2011-12-01,17:20:00,614.2910125,22.27,7.909,0.985816,0.2
2011-12-01,17:30:00,851.2795154,22.22,7.908,0.985816,0.2
2011-12-01,17:40:00,770.4289776,22.16,7.882,0.985816,0.2
2011-12-01,17:50:00,675.6088515,22.14,7.897,0.985816,0.2
