"Date","Time","I","tempC","DO.meas","atmo.pressure","salinity"
"2-Dec-11","0:01:54",0,21,7.093,0.985816,0.2
"2-Dec-11","0:11:54",0,20.99,7.154,0.985816,0.2
"2-Dec-11","0:21:54",0,20.95,7.07,0.985816,0.2
"2-Dec-11","0:31:54",0,20.92,7.039,0.985816,0.2
"2-Dec-11","0:41:54",0,20.9,6.917,0.985816,0.2
"2-Dec-11","0:51:54",0,20.88,7.007,0.985816,0.2
"2-Dec-11","1:01:54",0,20.84,6.964,0.985816,0.2
"2-Dec-11","1:11:54",0,20.81,6.911,0.985816,0.2
"2-Dec-11","1:21:54",0,20.76,6.855,0.985816,0.2
"2-Dec-11","1:31:54",0,20.71,6.801,0.985816,0.2
"2-Dec-11","1:41:54",0,20.68,6.72,0.985816,0.2
"2-Dec-11","1:51:54",0,20.66,6.787,0.985816,0.2
"2-Dec-11","2:01:54",0,20.6,6.677,0.985816,0.2
"2-Dec-11","2:11:54",0,20.56,6.768,0.985816,0.2
"2-Dec-11","2:21:54",0,20.54,6.768,0.985816,0.2
"2-Dec-11","2:31:54",0,20.49,6.683,0.985816,0.2
"2-Dec-11","2:41:54",0,20.46,6.706,0.985816,0.2
"2-Dec-11","2:51:54",0,20.41,6.678,0.985816,0.2
"2-Dec-11","3:01:54",0,20.36,6.656,0.985816,0.2
"2-Dec-11","3:11:54",0,20.34,6.614,0.985816,0.2
"2-Dec-11","3:21:54",0,20.29,6.538,0.985816,0.2
"2-Dec-11","3:31:54",0,20.26,6.569,0.985816,0.2
"2-Dec-11","3:41:54",0,20.21,6.423,0.985816,0.2
"2-Dec-11","3:51:54",0,20.18,6.512,0.985816,0.2
"2-Dec-11","4:01:54",0,20.13,6.497,0.985816,0.2
"2-Dec-11","4:11:54",0,20.08,6.612,0.985816,0.2
"2-Dec-11","4:21:54",0,20.04,6.539,0.985816,0.2
"2-Dec-11","4:31:54",0,20,6.594,0.985816,0.2
"2-Dec-11","4:41:54",0.123624675,19.98,6.543,0.985816,0.2
"2-Dec-11","4:51:54",1.483496106,19.9,6.442,0.985816,0.2
"2-Dec-11","5:01:54",6.30485845,19.89,6.468,0.985816,0.2
"2-Dec-11","5:11:54",16.81295587,19.84,6.464,0.985816,0.2
"2-Dec-11","5:21:54",32.51328965,19.78,6.333,0.985816,0.2
"2-Dec-11","5:31:54",57.36184943,19.72,6.448,0.985816,0.2
"2-Dec-11","5:41:54",100.7541105,19.81,6.395,0.985816,0.2
"2-Dec-11","5:51:54",161.0829522,19.81,6.567,0.985816,0.2
"2-Dec-11","6:01:54",242.0571146,19.78,6.487,0.985816,0.2
"2-Dec-11","6:11:54",338.6079862,19.76,6.553,0.985816,0.2
"2-Dec-11","6:21:54",420.6947707,19.75,6.588,0.985816,0.2
"2-Dec-11","6:31:54",493.0152058,19.71,6.556,0.985816,0.2
"2-Dec-11","6:41:54",565.4592657,19.71,6.533,0.985816,0.2
"2-Dec-11","6:51:54",641.3648164,19.7,6.529,0.985816,0.2
"2-Dec-11","7:01:54",722.2153542,19.69,6.537,0.985816,0.2
"2-Dec-11","7:11:54",810.4833725,19.65,6.447,0.985816,0.2
"2-Dec-11","7:21:54",889.6031648,19.61,6.337,0.985816,0.2
"2-Dec-11","7:31:54",964.6433428,19.6,6.351,0.985816,0.2
"2-Dec-11","7:41:54",1035.851156,19.57,6.363,0.985816,0.2
"2-Dec-11","7:51:54",1103.226604,19.61,6.324,0.985816,0.2
"2-Dec-11","8:01:54",1172.827296,19.66,6.571,0.985816,0.2
"2-Dec-11","8:11:54",1240.944493,19.7,6.547,0.985816,0.2
"2-Dec-11","8:21:54",1311.163308,19.74,6.609,0.985816,0.2
"2-Dec-11","8:31:54",1378.662381,19.83,6.735,0.985816,0.2
"2-Dec-11","8:41:54",1442.823588,19.92,6.916,0.985816,0.2
"2-Dec-11","8:51:54",1506.861169,20.02,6.994,0.985816,0.2
"2-Dec-11","9:01:54",1566.695512,20.11,6.972,0.985816,0.2
"2-Dec-11","9:11:54",1623.439238,20.17,6.983,0.985816,0.2
"2-Dec-11","9:21:54",1684.757078,20.22,6.967,0.985816,0.2
"2-Dec-11","9:31:54",1738.410187,20.27,6.959,0.985816,0.2
"2-Dec-11","9:41:54",1788.72543,20.33,6.962,0.985816,0.2
"2-Dec-11","9:51:54",1836.939053,20.4,6.948,0.985816,0.2
"2-Dec-11","10:01:54",1876.746199,20.51,7.043,0.985816,0.2
"2-Dec-11","10:11:54",1923.970825,20.57,7.082,0.985816,0.2
"2-Dec-11","10:21:54",1963.407096,20.64,7.163,0.985816,0.2
"2-Dec-11","10:31:54",1998.392879,20.73,7.252,0.985816,0.2
"2-Dec-11","10:41:54",2037.087403,20.8,7.378,0.985816,0.2
"2-Dec-11","10:51:54",2067.869947,20.89,7.431,0.985816,0.2
"2-Dec-11","11:01:54",2086.537273,20.99,7.47,0.985816,0.2
"2-Dec-11","11:11:54",2114.352825,21.07,7.528,0.985816,0.2
"2-Dec-11","11:21:54",2134.998146,21.16,7.605,0.985816,0.2
"2-Dec-11","11:31:54",2138.706886,21.26,7.587,0.985816,0.2
"2-Dec-11","11:41:54",2161.330202,21.36,7.669,0.985816,0.2
"2-Dec-11","11:51:54",2171.096551,21.43,7.625,0.985816,0.2
"2-Dec-11","12:01:54",2176.041538,21.53,7.669,0.985816,0.2
"2-Dec-11","12:11:54",2180.8629,21.65,7.697,0.985816,0.2
"2-Dec-11","12:21:54",2173.074546,21.75,7.698,0.985816,0.2
"2-Dec-11","12:31:54",2186.302386,21.84,7.685,0.985816,0.2
"2-Dec-11","12:41:54",2171.3438,22,7.707,0.985816,0.2
"2-Dec-11","12:51:54",2166.769687,22.09,7.632,0.985816,0.2
"2-Dec-11","13:01:54",2147.731487,22.23,7.628,0.985816,0.2
"2-Dec-11","13:11:54",2135.12177,22.29,7.625,0.985816,0.2
"2-Dec-11","13:21:54",2119.297812,22.38,7.604,0.985816,0.2
"2-Dec-11","13:31:54",2107.182594,22.54,7.908,0.985816,0.2
"2-Dec-11","13:41:54",2083.446656,22.63,7.962,0.985816,0.2
"2-Dec-11","13:51:54",2044.257634,22.73,8.109,0.985816,0.2
"2-Dec-11","14:01:54",2006.428483,22.84,8.144,0.985816,0.2
"2-Dec-11","14:11:54",1986.277661,22.96,8.127,0.985816,0.2
"2-Dec-11","14:21:54",1940.907405,23.08,8.208,0.985816,0.2
"2-Dec-11","14:31:54",1907.652367,23.17,8.156,0.985816,0.2
"2-Dec-11","14:41:54",1857.460749,23.21,8.313,0.985816,0.2
"2-Dec-11","14:51:54",1820.126097,23.3,8.408,0.985816,0.2
"2-Dec-11","15:01:54",1767.338361,23.38,8.303,0.985816,0.2
"2-Dec-11","15:11:54",1716.652244,23.43,8.371,0.985816,0.2
"2-Dec-11","15:21:54",1667.696872,23.47,8.374,0.985816,0.2
"2-Dec-11","15:31:54",1602.175794,23.52,8.412,0.985816,0.2
"2-Dec-11","15:41:54",1544.566696,23.55,8.444,0.985816,0.2
"2-Dec-11","15:51:54",1485.968599,23.6,8.422,0.985816,0.2
"2-Dec-11","16:01:54",1418.222277,23.6,8.44,0.985816,0.2
"2-Dec-11","16:11:54",1359.87143,23.65,8.479,0.985816,0.2
"2-Dec-11","16:21:54",1295.957473,23.66,8.29,0.985816,0.2
"2-Dec-11","16:31:54",1228.211151,23.66,8.255,0.985816,0.2
"2-Dec-11","16:41:54",1159.228582,23.65,8.302,0.985816,0.2
"2-Dec-11","16:51:54",1086.908147,23.63,8.232,0.985816,0.2
"2-Dec-11","17:01:54",1017.307455,23.6,8.23,0.985816,0.2
"2-Dec-11","17:11:54",945.3578934,23.58,8.204,0.985816,0.2
"2-Dec-11","17:21:54",874.3973297,23.49,8.086,0.985816,0.2
"2-Dec-11","17:31:54",797.9972803,23.48,8.203,0.985816,0.2
"2-Dec-11","17:41:54",725.8004698,23.46,8.095,0.985816,0.2
